"","Status","Sex","Province","Area","Date.of.death","Cause.of.death","Province2"
"5512"," Civilian"," Adult - Male"," Damascus Suburbs"," Shifounieh",2012-05-13," Shooting","Rif Dimashq"
"5513"," Civilian"," Adult - Male"," Aleppo"," Bab",2012-05-13," Shooting","Aleppo"
"5514"," Civilian"," Adult - Female"," Hama"," Tamanaat Al-Ghab",2012-05-13," Shooting","Hamah"
"5515"," Civilian"," Adult - Male"," Deir Ezzor"," Mayadeen",2012-05-13," Detention - Torture","Dayr Az Zawr"
"5516"," Civilian"," Adult - Male"," Hama"," Tamanaat Al-Ghab",2012-05-13," Shooting","Hamah"
"5517"," Civilian"," Adult - Female"," Hama"," Tamanaat Al-Ghab",2012-05-13," Field Execution","Hamah"
"5518"," Civilian"," Adult - Male"," Hama"," Tamanaat Al-Ghab",2012-05-13," Shooting","Hamah"
"5519"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-13," Shooting","Hims"
"5520"," Civilian"," Adult - Male"," Idlib"," Tamanaat Al-Ghab",2012-05-13," Shooting","Idlib"
"5521"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Rehaibeh",2012-05-13," Shooting","Rif Dimashq"
"5522"," Civilian"," Adult - Male"," Aleppo"," Salahuddein",2012-05-17," Shooting","Aleppo"
"5523"," Non-Civilian"," Adult - Male"," Daraa"," Ghariah Gharbeye",2012-05-17," Shooting","Dar`a"
"5524"," Civilian"," Child - Male"," Idlib"," Khan Shaikhoun",2012-05-17," Shooting","Idlib"
"5525"," Civilian"," Adult - Male"," Damascus Suburbs"," Deir Al-Asaffir",2012-05-16," Field Execution","Rif Dimashq"
"5526"," Non-Civilian"," Adult - Male"," Daraa"," Daeel",2012-05-16," Shooting","Dar`a"
"5527"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-16," Kidnapping - Torture - Execution","Hims"
"5528"," Civilian"," Adult - Male"," Damascus Suburbs"," Qatana",2012-05-16," Explosion","Rif Dimashq"
"5529"," Civilian"," Adult - Male"," Daraa"," Mokhayam",2012-05-16," Shelling","Dar`a"
"5530"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-16," Shelling","Hims"
"5531"," Civilian"," Adult - Male"," Daraa"," Maleha Al-Atash",2012-05-16," Shooting","Dar`a"
"5532"," Non-Civilian"," Adult - Male"," Idlib"," Khan Shaikhoun",2012-05-16," Shooting","Idlib"
"5533"," Civilian"," Adult - Male"," Damascus Suburbs"," Madyara",2012-05-16," Shooting","Rif Dimashq"
"5534"," Civilian"," Adult - Male"," Hama"," Janoub Al-Malaab Neighborhood",2012-05-16," Shooting","Hamah"
"5535"," Civilian"," Adult - Male"," Damascus"," Shaghour",2012-05-16," Shooting","Damascus"
"5536"," Non-Civilian"," Adult - Male"," Idlib"," Khan Shaikhoun",2012-05-16," Shooting","Idlib"
"5537"," Civilian"," Child - Female"," Daraa"," Mokhayam",2012-05-16," Shooting","Dar`a"
"5538"," Civilian"," Adult - Male"," Tartous"," Banyas",2012-05-15," Explosion","Tartus"
"5539"," Civilian"," Child - Male"," Tartous"," Banyas",2012-05-15," Explosion","Tartus"
"5540"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-15," Shooting","Rif Dimashq"
"5541"," Civilian"," Child - Male"," Damascus Suburbs"," Al-Tal",2012-05-15," Detention - Execution","Rif Dimashq"
"5542"," Non-Civilian"," Adult - Male"," Hama"," ",2012-05-15," Shooting","Hamah"
"5543"," Civilian"," Adult - Male"," Deir Ezzor"," Hameedieh",2012-05-15," Shelling","Dayr Az Zawr"
"5544"," Non-Civilian"," Adult - Male"," Hama"," Arbaen neighborhood",2012-05-15," Shooting","Hamah"
"5545"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Field Execution","Idlib"
"5546"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5547"," Civilian"," Adult - Male"," Damascus"," Midan",2012-05-15," Shooting","Damascus"
"5548"," Civilian"," Adult - Male"," Homs"," Jobar",2012-05-15," Field Execution","Hims"
"5549"," Civilian"," Adult - Male"," Homs"," Jobar",2012-05-15," Field Execution","Hims"
"5550"," Civilian"," Adult - Male"," Idlib"," Maaret Harmeh",2012-05-15," Shooting","Idlib"
"5551"," Civilian"," Adult - Male"," Homs"," Jobar",2012-05-15," Field Execution","Hims"
"5552"," Civilian"," Adult - Male"," Homs"," Jobar",2012-05-15," Field Execution","Hims"
"5553"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-05-15," Shooting","Hims"
"5554"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-15," Field Execution","Hims"
"5555"," Civilian"," Adult - Male"," Homs"," Qosair: Tal Al-Nabi Mando",2012-05-15," Shelling","Hims"
"5556"," Civilian"," Adult - Female"," Homs"," Qosair: Abu Houri",2012-05-15," Shelling","Hims"
"5557"," Non-Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5558"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5559"," Non-Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5560"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5561"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5562"," Civilian"," Adult - Male"," Homs"," Jurat al-Shayah",2012-05-15," Kidnapping - Execution","Hims"
"5563"," Civilian"," Child - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5564"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-15," Shooting","Hims"
"5565"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-15," Shooting","Hims"
"5566"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-15," Shooting","Hims"
"5567"," Civilian"," Adult - Male"," Daraa"," Gharya Sharqeye",2012-05-15," Detention - Torture","Dar`a"
"5568"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5569"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5570"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5571"," Civilian"," Child - Male"," Damascus Suburbs"," Daraya",2012-05-20," Shooting","Rif Dimashq"
"5572"," Civilian"," Child - Male"," Homs"," Old Homs",2012-05-20," Shelling","Hims"
"5573"," Civilian"," Adult - Male"," Aleppo"," Efreen: Kouran",2012-05-20," Shooting","Aleppo"
"5574"," Non-Civilian"," Adult - Male"," Idlib"," Mantef",2012-05-20," Shooting","Idlib"
"5575"," Civilian"," Adult - Male"," Idlib"," Tarq village",2012-05-20," Shooting","Idlib"
"5576"," Civilian"," Child - Male"," Hama"," Souran",2012-05-20," Shooting","Hamah"
"5577"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-20," Shooting","Hims"
"5578"," Civilian"," Adult - Male"," Homs"," Tal Shour",2012-05-19," Shooting","Hims"
"5579"," Civilian"," Adult - Male"," Idlib"," Kansefra",2012-05-19," Shelling","Idlib"
"5580"," Civilian"," Adult - Male"," Hama"," Balhussein",2012-05-19," Detention - Torture","Hamah"
"5581"," Non-Civilian"," Adult - Male"," Aleppo"," Atareb",2012-05-19," Shooting","Aleppo"
"5582"," Civilian"," Adult - Male"," Idlib"," Mdaya",2012-05-19," Shelling","Idlib"
"5583"," Civilian"," Child - Female"," Damascus Suburbs"," Hamouria",2012-05-19," Shelling","Rif Dimashq"
"5584"," Non-Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Kherbet al-Jouz",2012-05-19," Shelling","Idlib"
"5585"," Non-Civilian"," Adult - Male"," Homs"," Jouret Al-Sheyah",2012-05-19," Shooting","Hims"
"5586"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Htaitet Turkman",2012-05-19," Explosion","Rif Dimashq"
"5587"," Civilian"," Child - Male"," Damascus Suburbs"," Assal Al-Ward",2012-05-19," Shooting","Rif Dimashq"
"5588"," Civilian"," Adult - Male"," Deir Ezzor"," Ghazi Ayash Neighborhood",2012-05-19," Explosion","Dayr Az Zawr"
"5589"," Civilian"," Child - Male"," Aleppo"," Ibzemo",2012-05-19," Shooting","Aleppo"
"5590"," Civilian"," Adult - Male"," Aleppo"," Izaz",2012-05-19," Shooting","Aleppo"
"5591"," Civilian"," Adult - Male"," Damascus"," Tadamun",2012-05-19," Shooting","Damascus"
"5592"," Non-Civilian"," Adult - Male"," Hama"," Tal Hwash",2012-05-19," Shooting","Hamah"
"5593"," Non-Civilian"," Adult - Male"," Aleppo"," Atareb",2012-05-18," Shooting","Aleppo"
"5594"," Non-Civilian"," Adult - Male"," Homs"," Karm Zaitoun",2012-05-18," Shooting","Hims"
"5595"," Civilian"," Adult - Male"," Deir Ezzor"," Mayadeen: Sheheil",2012-05-18," Shooting","Dayr Az Zawr"
"5596"," Civilian"," Child - Male"," Hama"," Tareeq Halab Neighborhood",2012-05-18," Explosion","Hamah"
"5597"," Civilian"," Adult - Female"," Daraa"," Jeezeh",2012-05-18," Shooting","Dar`a"
"5598"," Civilian"," Adult - Male"," Homs"," Deir Baalba",2012-05-18," Shooting","Hims"
"5599"," Civilian"," Adult - Female"," Homs"," Deir Baalba",2012-05-18," Shooting","Hims"
"5600"," Civilian"," Adult - Male"," Aleppo"," Atareb",2012-05-18," Shooting","Aleppo"
"5601"," Civilian"," Adult - Male"," Idlib"," Kafroumeh",2012-05-18," Shooting","Idlib"
"5602"," Civilian"," Adult - Male"," Homs"," ",2012-05-18," Shooting","Hims"
"5603"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Beit Tima",2012-05-18," Shooting","Rif Dimashq"
"5604"," Civilian"," Adult - Female"," Hama"," Tareeq Halab Neighborhood",2012-05-18," Shooting","Hamah"
"5605"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-18," Detention - Execution","Hims"
"5606"," Civilian"," Child - Female"," Homs"," Qosair: Dumeineh Sharqeye",2012-05-17," Shelling","Hims"
"5607"," Non-Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2012-05-17," Shooting","Idlib"
"5608"," Civilian"," Adult - Male"," Daraa"," Daraa Al-Balad",2012-05-17," Shooting","Dar`a"
"5609"," Civilian"," Adult - Female"," Daraa"," Daraa Al-Balad",2012-05-17," Shooting","Dar`a"
"5610"," Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-17," Shooting","Hims"
"5611"," Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2012-05-17," Shooting","Rif Dimashq"
"5612"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-17," Detention - Torture","Rif Dimashq"
"5613"," Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2012-05-17," Shooting","Rif Dimashq"
"5614"," Civilian"," Child - Male"," Homs"," Houla",2012-05-17," Shelling","Hims"
"5615"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-17," Shelling","Rif Dimashq"
"5616"," Civilian"," Adult - Male"," Aleppo"," Qatad",2012-05-17," Shooting","Aleppo"
"5617"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-17," Shelling","Hims"
"5618"," Civilian"," Adult - Male"," Damascus Suburbs"," Zamalka",2012-05-23," Shooting","Rif Dimashq"
"5619"," Non-Civilian"," Adult - Male"," Raqqa"," Tabaqa",2012-05-22," Shooting","Ar Raqqah"
"5620"," Civilian"," Child - Female"," Hama"," ",2012-05-22," Kidnapping - Execution","Hamah"
"5621"," Civilian"," Adult - Male"," Homs"," Bayada",2012-05-22," Shooting","Hims"
"5622"," Civilian"," Adult - Male"," Deir Ezzor"," Shdeid Bakara",2012-05-22," Shooting","Dayr Az Zawr"
"5623"," Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-22," Shooting","Hims"
"5624"," Non-Civilian"," Adult - Male"," Daraa"," Nuaimeh",2012-05-22," Shooting","Dar`a"
"5625"," Civilian"," Adult - Male"," Damascus Suburbs"," Saqba",2012-05-22," Shooting","Rif Dimashq"
"5626"," Civilian"," Adult - Male"," Daraa"," Daeel",2012-05-22," Shelling","Dar`a"
"5627"," Non-Civilian"," Adult - Male"," Daraa"," Daeel",2012-05-22," Field Execution","Dar`a"
"5628"," Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-22," Shooting","Rif Dimashq"
"5629"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany: Kfer Yabus Village",2012-05-22," Shooting","Rif Dimashq"
"5630"," Civilian"," Adult - Male"," Deir Ezzor"," Sheikh Yaseen Neighborhood",2012-05-22," Detention - Torture","Dayr Az Zawr"
"5631"," Civilian"," Adult - Male"," Idlib"," Marshemarin",2012-05-21," Shooting","Idlib"
"5632"," Non-Civilian"," Adult - Male"," Hama"," Tareeq Halab Neighborhood",2012-05-21," Shelling","Hamah"
"5633"," Non-Civilian"," Adult - Male"," Daraa"," Tseel",2012-05-21," Shooting","Dar`a"
"5634"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-21," Kidnapping - Torture - Execution","Hims"
"5635"," Civilian"," Adult - Male"," Homs"," Bayada",2012-05-21," Shooting","Hims"
"5636"," Civilian"," Child - Female"," Daraa"," Displaced Camp",2012-05-21," Shelling","Dar`a"
"5637"," Civilian"," Adult - Male"," Hama"," Qastoun",2012-05-21," Shooting","Hamah"
"5638"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-05-21," Shooting","Idlib"
"5639"," Non-Civilian"," Adult - Male"," Hama"," ",2012-05-21," Shooting","Hamah"
"5640"," Non-Civilian"," Adult - Male"," Lattakia"," Jableh",2012-05-21," Shooting","Lattakia"
"5641"," Civilian"," Adult - Male"," Homs"," Waer",2012-05-21," Kidnapping - Torture","Hims"
"5642"," Civilian"," Adult - Male"," Idlib"," Al-Zawia Mount: Maghara",2012-05-21," Shelling","Idlib"
"5643"," Civilian"," Adult - Male"," Idlib"," Atmeh",2012-05-21," Shooting","Idlib"
"5644"," Civilian"," Adult - Male"," Hama"," Bab Al-Jisr Neighborhood",2012-05-21," Shooting","Hamah"
"5645"," Non-Civilian"," Adult - Male"," Idlib"," Sarmada",2012-05-21," Shooting","Idlib"
"5646"," Civilian"," Adult - Female"," Daraa"," Daraa Al-Balad",2012-05-21," Shooting","Dar`a"
"5647"," Civilian"," Adult - Male"," Deir Ezzor"," Ashara",2012-05-20," Shooting","Dayr Az Zawr"
"5648"," Non-Civilian"," Adult - Male"," Idlib"," Khan Shaikhoun",2012-05-20," Shooting","Idlib"
"5649"," Non-Civilian"," Adult - Male"," Idlib"," Kourein",2012-05-20," Shooting","Idlib"
"5650"," Civilian"," Adult - Male"," Idlib"," Harabnoush",2012-05-20," Shooting","Idlib"
"5651"," Civilian"," Child - Male"," Damascus"," Naher Aysha",2012-05-20," Shooting","Damascus"
"5652"," Civilian"," Child - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5653"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5654"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5655"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5656"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Shooting","Hamah"
"5657"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5658"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5659"," Civilian"," Adult - Female"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5660"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5661"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5662"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5663"," Civilian"," Child - Male"," Hama"," Souran",2012-05-20," Shooting","Hamah"
"5664"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5665"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-20," Field Execution","Hamah"
"5666"," Civilian"," Adult - Male"," Daraa"," Tafas",2012-05-25," Shooting","Dar`a"
"5667"," Civilian"," Child - Male"," Aleppo"," Bustan Al-Qasr",2012-05-25," Shooting","Aleppo"
"5668"," Non-Civilian"," Adult - Male"," Damascus"," Qadam",2012-05-25," Shooting","Damascus"
"5669"," Civilian"," Child - Male"," Homs"," Hula",2012-05-25," Field Execution","Hims"
"5670"," Civilian"," Adult - Male"," Hama"," Tareeq Halab Neighborhood",2012-05-25," Shooting","Hamah"
"5671"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-25," Shelling","Hims"
"5672"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5673"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5674"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5675"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5676"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5677"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5678"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5679"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5680"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5681"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5682"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5683"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5684"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5685"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5686"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5687"," Civilian"," Adult - Male"," Homs"," Qosair: Salhieh",2012-05-24," Kidnapping - Torture - Execution","Hims"
"5688"," Civilian"," Adult - Male"," Damascus Suburbs"," Beit Jen",2012-05-24," Shooting","Rif Dimashq"
"5689"," Civilian"," Child - Female"," Hama"," ",2012-05-24," Kidnapping - Execution","Hamah"
"5690"," Civilian"," Adult - Female"," Hama"," ",2012-05-24," Kidnapping - Execution","Hamah"
"5691"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-24," Shooting","Hims"
"5692"," Civilian"," Adult - Male"," Homs"," Deir Baalba",2012-05-24," Shooting","Hims"
"5693"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-24," Shelling","Hims"
"5694"," Civilian"," Adult - Male"," Idlib"," Bassamis",2012-05-24," Field Execution","Idlib"
"5695"," Civilian"," Adult - Male"," Idlib"," Bassamis",2012-05-24," Field Execution","Idlib"
"5696"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-24," Shooting","Hims"
"5697"," Civilian"," Adult - Male"," Damascus Suburbs"," Beit Jen",2012-05-24," Shooting","Rif Dimashq"
"5698"," Civilian"," Adult - Male"," Hama"," Qamhaneh",2012-05-24," Explosion","Hamah"
"5699"," Civilian"," Adult - Male"," Homs"," Talbieseh",2012-05-24," Shooting","Hims"
"5700"," Civilian"," Adult - Male"," Homs"," Bab Sbaa",2012-05-24," Shooting","Hims"
"5701"," Civilian"," Child - Female"," Daraa"," Yadouda",2012-05-24," Shooting","Dar`a"
"5702"," Non-Civilian"," Adult - Male"," Daraa"," Tafas",2012-05-24," Shooting","Dar`a"
"5703"," Civilian"," Adult - Male"," Hama"," ",2012-05-24," Kidnapping - Torture - Execution","Hamah"
"5704"," Non-Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-23," Shooting","Hims"
"5705"," Civilian"," Adult - Male"," Idlib"," Ariha",2012-05-23," Kidnapping - Torture - Execution","Idlib"
"5706"," Non-Civilian"," Adult - Male"," Hama"," Mourek",2012-05-23," Field Execution","Hamah"
"5707"," Non-Civilian"," Adult - Male"," Daraa"," ",2012-05-23," Field Execution","Dar`a"
"5708"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Khreita",2012-05-23," Field Execution","Dayr Az Zawr"
"5709"," Civilian"," Child - Male"," Homs"," Houla",2012-05-23," Shelling","Hims"
"5710"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-23," Shooting","Hims"
"5711"," Civilian"," Adult - Male"," Aleppo"," Andan",2012-05-23," Shooting","Aleppo"
"5712"," Non-Civilian"," Adult - Male"," Idlib"," Maaret Masrin",2012-05-23," Shelling","Idlib"
"5713"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-23," Shooting","Rif Dimashq"
"5714"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5715"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5716"," Civilian"," Child - Male"," Homs"," Qosair: Bwaida Sharqeye",2012-05-25," Shelling","Hims"
"5717"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5718"," Civilian"," Child - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5719"," Civilian"," Child - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5720"," Civilian"," Adult - Male"," Aleppo"," Salahuddein Neighborhood",2012-05-25," Shooting","Aleppo"
"5721"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5722"," Civilian"," Adult - Male"," Aleppo"," Bustan Al-Qasr Neighborhood",2012-05-25," Shooting","Aleppo"
"5723"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5724"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5725"," Civilian"," Adult - Male"," Hama"," Sheizer",2012-05-25," Field Execution","Hamah"
"5726"," Civilian"," Adult - Male"," Homs"," Houla",2012-05-25," Field Execution","Hims"
"5727"," Civilian"," Adult - Female"," Homs"," Houla",2012-05-25," Field Execution","Hims"
